"name"	"SN1999aa"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"6"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"7"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"V"	"abmag"	"17.033"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"R"	"abmag"	"16.700"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"I"	"abmag"	"16.517"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"B"	"abmag"	"17.98"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"I"	"abmag"	"16.52"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51281.14"	"band"	"V"	"abmag"	"17.03"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51281.89"	"band"	"C"	"abmag"	"17"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51283.9"	"band"	"C"	"abmag"	"16.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51283.92"	"band"	"I"	"abmag"	"16.34"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51283.92"	"band"	"R"	"abmag"	"16.84"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51283.92"	"band"	"V"	"abmag"	"17.04"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"U"	"abmag"	"18.123"	"aberr"	"0.058"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"B"	"abmag"	"18.032"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"V"	"abmag"	"17.123"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"R"	"abmag"	"16.787"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"I"	"abmag"	"16.684"	"aberr"	"0.067"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"B"	"abmag"	"18.03"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"I"	"abmag"	"16.68"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"R"	"abmag"	"16.79"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"U"	"abmag"	"18.12"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51284.17"	"band"	"V"	"abmag"	"17.12"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"U"	"abmag"	"18.271"	"aberr"	"0.054"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"B"	"abmag"	"18.009"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"V"	"abmag"	"17.124"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"R"	"abmag"	"16.825"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"I"	"abmag"	"16.722"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"B"	"abmag"	"18.01"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"I"	"abmag"	"16.72"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"R"	"abmag"	"16.82"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"U"	"abmag"	"18.27"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.11"	"band"	"V"	"abmag"	"17.12"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51285.93"	"band"	"C"	"abmag"	"16.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51286.17"	"band"	"I"	"instrument"	"kait2"	"abmag"	"16.70200"	"aberr"	"0.05000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51286.17"	"band"	"R"	"instrument"	"kait2"	"abmag"	"16.84800"	"aberr"	"0.01400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51286.17"	"band"	"V"	"instrument"	"kait2"	"abmag"	"17.18700"	"aberr"	"0.02800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51286.17"	"band"	"B"	"instrument"	"kait2"	"abmag"	"17.95600"	"aberr"	"0.04500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51287.86"	"band"	"R"	"abmag"	"17.14"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51287.86"	"band"	"V"	"abmag"	"17.39"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"U"	"abmag"	"18.210"	"aberr"	"0.107"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"B"	"abmag"	"18.218"	"aberr"	"0.065"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"V"	"abmag"	"17.192"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"R"	"abmag"	"16.934"	"aberr"	"0.045"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"I"	"abmag"	"16.933"	"aberr"	"0.143"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"B"	"abmag"	"18.22"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"I"	"abmag"	"16.93"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"R"	"abmag"	"16.93"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51291.12"	"band"	"V"	"abmag"	"17.19"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51293.18"	"band"	"I"	"instrument"	"kait2"	"abmag"	"16.97000"	"aberr"	"0.06100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51293.18"	"band"	"R"	"instrument"	"kait2"	"abmag"	"17.04500"	"aberr"	"0.03400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51293.18"	"band"	"V"	"instrument"	"kait2"	"abmag"	"17.35000"	"aberr"	"0.03600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51293.18"	"band"	"B"	"instrument"	"kait2"	"abmag"	"18.07900"	"aberr"	"0.07500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51294.79"	"band"	"R"	"abmag"	"17.46"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51294.79"	"band"	"V"	"abmag"	"17.67"	"source"	"4,7"
"photometry"	"timeunit"	"MJD"	"time"	"51297.86"	"band"	"C"	"abmag"	"17.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51304.19"	"band"	"I"	"instrument"	"kait2"	"abmag"	"17.38500"	"aberr"	"0.09900"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51304.19"	"band"	"R"	"instrument"	"kait2"	"abmag"	"17.40900"	"aberr"	"0.03700"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51304.19"	"band"	"V"	"instrument"	"kait2"	"abmag"	"17.57600"	"aberr"	"0.02300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51304.19"	"band"	"B"	"instrument"	"kait2"	"abmag"	"18.20500"	"aberr"	"0.04000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"U"	"abmag"	"18.529"	"aberr"	"0.049"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"B"	"abmag"	"18.311"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"V"	"abmag"	"17.654"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"R"	"abmag"	"17.489"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"I"	"abmag"	"17.554"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"B"	"abmag"	"18.31"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"I"	"abmag"	"17.55"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"R"	"abmag"	"17.49"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"U"	"abmag"	"18.53"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51306.16"	"band"	"V"	"abmag"	"17.65"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"U"	"abmag"	"18.650"	"aberr"	"0.090"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"B"	"abmag"	"18.399"	"aberr"	"0.046"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"V"	"abmag"	"17.826"	"aberr"	"0.033"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"R"	"abmag"	"17.655"	"aberr"	"0.041"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"I"	"abmag"	"17.804"	"aberr"	"0.046"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"B"	"abmag"	"18.4"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"I"	"abmag"	"17.8"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"R"	"abmag"	"17.66"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51312.15"	"band"	"V"	"abmag"	"17.83"	"source"	"4,6"
