"name"	"SN1998aq"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2005ApJ...627..579R'>2005ApJ...627..579R</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"4"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"50960.197"	"band"	"I"	"abmag"	"13.235"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50960.86"	"band"	"C"	"abmag"	"14.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50961.99"	"band"	"C"	"abmag"	"13.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50962.13"	"band"	"C"	"abmag"	"13.76"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50962.94"	"band"	"C"	"abmag"	"14"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"U"	"abmag"	"15.243"	"aberr"	"0.051"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"B"	"abmag"	"15.211"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"V"	"abmag"	"14.063"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"R"	"abmag"	"13.724"	"aberr"	"0.038"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"I"	"abmag"	"13.358"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"U"	"abmag"	"15.273"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"B"	"abmag"	"15.209"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"V"	"abmag"	"14.102"	"aberr"	"0.051"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"R"	"abmag"	"13.692"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.146"	"band"	"I"	"abmag"	"13.365"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50963.4"	"band"	"C"	"abmag"	"13.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50963.93"	"band"	"C"	"abmag"	"14.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50964.45"	"band"	"C"	"abmag"	"13.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50964.95"	"band"	"C"	"abmag"	"14.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50972.89"	"band"	"C"	"abmag"	"14.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50972.91"	"band"	"C"	"abmag"	"14.5"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50976.27"	"band"	"C"	"abmag"	"14.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50976.89"	"band"	"C"	"abmag"	"14.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50978.27"	"band"	"C"	"abmag"	"14.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50979.29"	"band"	"C"	"abmag"	"14.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50979.89"	"band"	"C"	"abmag"	"14.6"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50980.18"	"band"	"U"	"abmag"	"15.773"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50980.18"	"band"	"B"	"abmag"	"15.785"	"aberr"	"0.034"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50980.18"	"band"	"V"	"abmag"	"14.859"	"aberr"	"0.037"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50980.18"	"band"	"R"	"abmag"	"14.526"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50980.18"	"band"	"I"	"abmag"	"14.375"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50981.36"	"band"	"C"	"abmag"	"14.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50982.201"	"band"	"U"	"abmag"	"15.829"	"aberr"	"0.046"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50982.201"	"band"	"B"	"abmag"	"15.778"	"aberr"	"0.048"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50982.201"	"band"	"V"	"abmag"	"14.940"	"aberr"	"0.050"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50982.201"	"band"	"R"	"abmag"	"14.654"	"aberr"	"0.033"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50982.201"	"band"	"I"	"abmag"	"14.476"	"aberr"	"0.036"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50984.3"	"band"	"C"	"abmag"	"14.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50985.35"	"band"	"C"	"abmag"	"15"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50987.192"	"band"	"U"	"abmag"	"15.877"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.192"	"band"	"B"	"abmag"	"15.828"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.192"	"band"	"V"	"abmag"	"14.965"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.192"	"band"	"R"	"abmag"	"14.756"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.192"	"band"	"I"	"abmag"	"14.713"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.193"	"band"	"V"	"abmag"	"14.946"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.201"	"band"	"V"	"abmag"	"14.954"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50987.89"	"band"	"C"	"abmag"	"15"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50995.179"	"band"	"U"	"abmag"	"16.014"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50995.179"	"band"	"B"	"abmag"	"15.942"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50995.179"	"band"	"V"	"abmag"	"15.161"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50995.179"	"band"	"R"	"abmag"	"14.998"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50995.179"	"band"	"I"	"abmag"	"15.080"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51010.153"	"band"	"U"	"abmag"	"16.388"	"aberr"	"0.035"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51010.153"	"band"	"B"	"abmag"	"16.138"	"aberr"	"0.015"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51010.153"	"band"	"V"	"abmag"	"15.560"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51010.153"	"band"	"R"	"abmag"	"15.503"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51010.153"	"band"	"I"	"abmag"	"15.691"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.157"	"band"	"U"	"abmag"	"16.470"	"aberr"	"0.033"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.157"	"band"	"B"	"abmag"	"16.197"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.157"	"band"	"V"	"abmag"	"15.642"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.157"	"band"	"R"	"abmag"	"15.593"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.157"	"band"	"I"	"abmag"	"15.806"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.163"	"band"	"V"	"abmag"	"15.650"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51013.17"	"band"	"V"	"abmag"	"15.639"	"aberr"	"0.020"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51024.143"	"band"	"U"	"abmag"	"16.648"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51024.143"	"band"	"B"	"abmag"	"16.346"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51024.143"	"band"	"V"	"abmag"	"15.913"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51024.143"	"band"	"R"	"abmag"	"15.941"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51024.143"	"band"	"I"	"abmag"	"16.214"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51043.84"	"band"	"B"	"abmag"	"16.52"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51044.79"	"band"	"B"	"abmag"	"16.32"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51045.79"	"band"	"B"	"abmag"	"16.43"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51046.79"	"band"	"B"	"abmag"	"16.6"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51052.79"	"band"	"B"	"abmag"	"16.68"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51136.528"	"band"	"U"	"abmag"	"19.328"	"aberr"	"0.142"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51136.528"	"band"	"B"	"abmag"	"18.090"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51136.528"	"band"	"V"	"abmag"	"18.028"	"aberr"	"0.077"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51136.528"	"band"	"R"	"abmag"	"18.625"	"aberr"	"0.145"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51136.528"	"band"	"I"	"abmag"	"18.587"	"aberr"	"0.044"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51137.13"	"band"	"V"	"abmag"	"19"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51141.02"	"band"	"R"	"abmag"	"17.76"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51141.02"	"band"	"V"	"abmag"	"18.1"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51195.413"	"band"	"U"	"abmag"	"20.455"	"aberr"	"0.336"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51195.413"	"band"	"B"	"abmag"	"18.956"	"aberr"	"0.031"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51195.413"	"band"	"V"	"abmag"	"18.833"	"aberr"	"0.087"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51195.413"	"band"	"R"	"abmag"	"19.599"	"aberr"	"0.144"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51216.411"	"band"	"B"	"abmag"	"19.299"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51216.411"	"band"	"V"	"abmag"	"19.291"	"aberr"	"0.035"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51224.359"	"band"	"B"	"abmag"	"19.433"	"aberr"	"0.067"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51224.359"	"band"	"V"	"abmag"	"19.427"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51224.359"	"band"	"R"	"abmag"	"20.146"	"aberr"	"0.230"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51224.359"	"band"	"I"	"abmag"	"19.998"	"aberr"	"0.167"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51275.301"	"band"	"B"	"abmag"	"20.013"	"aberr"	"0.074"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51275.301"	"band"	"V"	"abmag"	"20.140"	"aberr"	"0.131"	"source"	"1,2"
